,analysis,Analysis_tokens,Attribute_name,Attribute_tokens,Cluster,cls_Cluster
5646,CE_SDS,ce _ sd ##s,CE-SDS 18 (result) [(Reduced) unknown imp RRT 1.43],ce - sd ##s 18 ( result ) [ ( reduced ) unknown imp rr ##t 1 . 43 ],20,25
5647,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)  Limit of Quantitation,ce - sd ##s ( reduced ) limit of quan ##ti ##tation,20,15
5648,CE_SDS,ce _ sd ##s,"CE-SDS (Non-Reduced),Unknown Impurity, RRT 1.76","ce - sd ##s ( non - reduced ) , unknown imp ##urity , rr ##t 1 . 76",20,15
5649,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS  (Non-reduced) LC,ce - sd ##s ( non - reduced ) lc,20,15
5650,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) FP1,ce - sd ##s ( non - reduced ) f ##p ##1,20,15
5651,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS Non-Reduced,ce - sd ##s non - reduced,20,15
5652,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS  (Non-reduced) HHL,ce - sd ##s ( non - reduced ) h ##hl,20,15
5653,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Quantitation Limit,ce - sd ##s ( non - reduced ) quan ##ti ##tation limit,20,15
5654,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) Quantitation Limit,ce - sd ##s ( reduced ) quan ##ti ##tation limit,20,15
5655,CE_SDS,ce _ sd ##s,CGE (Non-Reduced)  LC,c ##ge ( non - reduced ) lc,20,15
5656,CE_SDS,ce _ sd ##s,"CE-SDS (Reduced),Unknown Impurity, RRT 1.16","ce - sd ##s ( reduced ) , unknown imp ##urity , rr ##t 1 . 16",20,15
5657,CE_SDS_2,ce _ sd ##s _ 2,SDS-CGE (Non-Reduced) LMW,sd ##s - c ##ge ( non - reduced ) l ##m ##w,20,15
5658,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) LC >=LOD,ce - sd ##s ( non - reduced ) lc > = lo ##d,20,3
5659,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS 7 (result),ce - sd ##s 7 ( result ),20,11
5660,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS  (Non-reduced) Limit of Quantitation,ce - sd ##s ( non - reduced ) limit of quan ##ti ##tation,20,15
5661,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Total LMW,ce - sd ##s ( non - reduced ) total l ##m ##w,20,15
5662,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) F(ab')2,c ##ge ( non - reduced ) f ( ab ' ) 2,20,15
5663,CE_SDS,ce _ sd ##s,CE-SDS 6 (Non-reduced) LC,ce - sd ##s 6 ( non - reduced ) lc,20,15
5664,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(y) (for each unknown impurityRRT1.99),ce - sd ##s ( non - reduced ) a ( y ) ( for each unknown imp ##urity ##rr ##t ##1 . 99 ),20,25
5665,CE_SDS,ce _ sd ##s,[CE-SDS(Non-Reduced) unknown imp RRT 1.98],[ ce - sd ##s ( non - reduced ) unknown imp rr ##t 1 . 98 ],20,25
5666,CE_SDS,ce _ sd ##s,[CE-SDS(Non-Reduced) unknown imp RRT 1.97,[ ce - sd ##s ( non - reduced ) unknown imp rr ##t 1 . 97,20,25
5667,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) HHL,ce - sd ##s ( non - reduced ) h ##hl,20,15
5668,CE_SDS,ce _ sd ##s,"CE-SDS (Reduced),Unknown Impurity, RRT 0.06","ce - sd ##s ( reduced ) , unknown imp ##urity , rr ##t 0 . 06",20,23
5669,CE_SDS,ce _ sd ##s,"CE-SDS (Non-Reduced) Sum of A(lgG), and A(NG-IgG)","ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) , and a ( ng - i ##gg )",20,25
5670,CE_SDS_2,ce _ sd ##s _ 2,CGE (Reduced) Sum of all HMW,c ##ge ( reduced ) sum of all hm ##w,20,15
5671,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) unknown imp RRT 1.38,ce - sd ##s ( non - reduced ) unknown imp rr ##t 1 . 38,20,15
5672,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(HHL),ce - sd ##s ( non - reduced ) a ( h ##hl ),20,15
5673,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) unknown imp RRT 1.18,ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 18,20,15
5674,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) Quantitation Limit,c ##ge ( non - reduced ) quan ##ti ##tation limit,20,15
5675,CE_SDS,ce _ sd ##s,CE-CGE (Non-Reduced) HHL,ce - c ##ge ( non - reduced ) h ##hl,20,15
5676,CE_SDS,ce _ sd ##s,CE-SDS 35 (result) [CGE (Non-Reduced) RRT at 2.21 >= QL 2,ce - sd ##s 35 ( result ) [ c ##ge ( non - reduced ) rr ##t at 2 . 21 > = q ##l 2,20,25
5677,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) Fc,c ##ge ( non - reduced ) fc,20,15
5678,CE_SDS_3,ce _ sd ##s _ 3,CE-SDS (Non-Reduced) Quantitation Limit,ce - sd ##s ( non - reduced ) quan ##ti ##tation limit,20,15
5679,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Light Chain (LC),ce - sd ##s ( non - reduced ) light chain ( lc ),20,15
5680,CE_SDS,ce _ sd ##s,[CE-SDS(Non-Reduced) unknown imp RRT 1.98,[ ce - sd ##s ( non - reduced ) unknown imp rr ##t 1 . 98,20,25
5681,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) RRT at 2.21 >= QL 2,c ##ge ( non - reduced ) rr ##t at 2 . 21 > = q ##l 2,20,25
5682,CE_SDS,ce _ sd ##s,CE-SDS 13 (Non-reduced) Quantitation Limit,ce - sd ##s 13 ( non - reduced ) quan ##ti ##tation limit,20,15
5683,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG),ce - sd ##s ( non - reduced ) sum of a ( l ##gg ),20,15
5684,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) unknown imp RRT 1.98,ce - sd ##s ( non - reduced ) unknown imp rr ##t 1 . 98,20,15
5685,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) Limit of Quantitation,ce - sd ##s ( non - reduced ) limit of quan ##ti ##tation,20,15
5686,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) unknown imp RRT 2.01,ce - sd ##s ( non - reduced ) unknown imp rr ##t 2 . 01,20,15
5687,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) A(HC),ce - sd ##s ( reduced ) a ( hc ),20,15
5688,CE_SDS,ce _ sd ##s,"CE-SDS (Non-Reduced) Sum of A(lgG),and A(NG-IgG)","ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) , and a ( ng - i ##gg )",20,25
5689,CE_SDS_2,ce _ sd ##s _ 2,CGE (Reduced) Quantitation Limit,c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5690,CE_SDS,ce _ sd ##s,CE-SDS (NR) - Limit of Quantitation for RRT 2.04,ce - sd ##s ( nr ) - limit of quan ##ti ##tation for rr ##t 2 . 04,20,15
5691,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) of A(Ng-IgG),ce - sd ##s ( non - reduced ) of a ( ng - i ##gg ),20,25
5692,CE_SDS,ce _ sd ##s,CE-SDS 10 (result) [(Non-Reduced) unknown imp RRT 2.01],ce - sd ##s 10 ( result ) [ ( non - reduced ) unknown imp rr ##t 2 . 01 ],20,25
5693,CE_SDS,ce _ sd ##s,[CE-SDS(Reduced) unknown imp RRT 1.18],[ ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 18 ],20,25
5694,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) Quantitation Limit,ce - sd ##s ( r ) quan ##ti ##tation limit,20,15
5695,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced)Quantitation Limit,ce - sd ##s ( non - reduced ) quan ##ti ##tation limit,20,15
5696,CE_SDS,ce _ sd ##s,CE-SDS (Reduced)Quantitation Limit,ce - sd ##s ( reduced ) quan ##ti ##tation limit,20,15
5697,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Detection  Limit,ce - sd ##s ( non - reduced ) detection limit,20,15
5698,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) Quantitation Limit,ce - sd ##s ( reduced ) quan ##ti ##tation limit,20,15
5699,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG) and A(NG-lgG)),ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) and a ( ng - l ##gg ) ),20,25
5700,CE_SDS,ce _ sd ##s,CE-SDS 11 (result) [(Non-Reduced) unknown imp RRT 1.93],ce - sd ##s 11 ( result ) [ ( non - reduced ) unknown imp rr ##t 1 . 93 ],20,25
5701,CE_SDS,ce _ sd ##s,[CE-SDS(Reduced) unknown imp RRT 1.09,[ ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 09,20,25
5702,CE_SDS,ce _ sd ##s,[CE-SDS(Reduced) unknown imp RRT 1.08,[ ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 08,20,25
5703,CE_SDS,ce _ sd ##s,[CE-SDS(Reduced) unknown imp RRT 1.24,[ ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 24,20,25
5704,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (R) - Limit of Quantitation,ce - sd ##s ( r ) - limit of quan ##ti ##tation,20,15
5705,CE_SDS,ce _ sd ##s,[CE-SDS(Reduced) unknown imp RRT 1.08],[ ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 08 ],20,25
5706,CE_SDS,ce _ sd ##s,CE-SDS (Red.) trel (for each unknown imp 5) rel. to tmig.,ce - sd ##s ( red . ) tre ##l ( for each unknown imp 5 ) re ##l . to t ##mi ##g .,20,25
5707,CE_SDS,ce _ sd ##s,CE-SDS (R) Quantitation Limit,ce - sd ##s ( r ) quan ##ti ##tation limit,20,15
5708,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG)and A(NG-IgG,ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) and a ( ng - i ##gg,20,25
5709,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(LC),ce - sd ##s ( non - reduced ) a ( lc ),20,15
5710,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced),ce - sd ##s ( non - reduced ),20,15
5711,CE_SDS,ce _ sd ##s,CE-SDS 5 (Non-reduced) HHL,ce - sd ##s 5 ( non - reduced ) h ##hl,20,15
5712,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced)  LC,ce - sd ##s ( non - reduced ) lc,20,15
5713,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Quantitation Limit,ce - sd ##s ( non - reduced ) quan ##ti ##tation limit,20,15
5714,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) Sum of all LMW >= DL,c ##ge ( non - reduced ) sum of all l ##m ##w > = dl,20,3
5715,CE_SDS,ce _ sd ##s,CE-SDS 11 (result) [CE-SDS(Non-Reduced) unknown imp RRT],ce - sd ##s 11 ( result ) [ ce - sd ##s ( non - reduced ) unknown imp rr ##t ],20,25
5716,CE_SDS,ce _ sd ##s,CGE (Non-Reduced)  Total LMW,c ##ge ( non - reduced ) total l ##m ##w,20,15
5717,CE_SDS_2,ce _ sd ##s _ 2,CGE (Non-Reduced) Quantitation Limit,c ##ge ( non - reduced ) quan ##ti ##tation limit,20,15
5718,CE_SDS_3,ce _ sd ##s _ 3,CGE (Reduced) Quantitation Limit,c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5719,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) RRT for Unknown 1,c ##ge ( non - reduced ) rr ##t for unknown 1,20,25
5720,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) HL 2,ce - sd ##s ( non - reduced ) h ##l 2,20,15
5721,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) DL,c ##ge ( non - reduced ) dl,20,15
5722,CE_SDS,ce _ sd ##s,CE-SDS (Non-Red.) trel (for each unknown imp) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp ) re ##l . to t ##mi ##g .,20,25
5723,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(lgG),ce - sd ##s ( non - reduced ) a ( l ##gg ),20,15
5724,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) A(y) (for each unknown impurity),ce - sd ##s ( reduced ) a ( y ) ( for each unknown imp ##urity ),20,25
5725,CE_SDS,ce _ sd ##s,"CE-SDS (Non-Reduced) Sum of A(lgG), A(LC) and A(HHL)","ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) , a ( lc ) and a ( h ##hl )",20,25
5726,CE_SDS_2,ce _ sd ##s _ 2,CE-CGE (Reduced) Quantitation Limit ,ce - c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5727,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) Sum of all HMW >= DL,c ##ge ( non - reduced ) sum of all hm ##w > = dl,20,3
5728,CE_SDS,ce _ sd ##s,CE-SDS  (Reduced) Limit of Quantitation,ce - sd ##s ( reduced ) limit of quan ##ti ##tation,20,15
5729,CE_SDS,ce _ sd ##s,CE-SDS 35 (result) [CGE (Non-Reduced) RRT at 2.21 >= QL,ce - sd ##s 35 ( result ) [ c ##ge ( non - reduced ) rr ##t at 2 . 21 > = q ##l,20,3
5730,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced): Limit of Quantitation for Resolved Min,ce - sd ##s ( non - reduced ) : limit of quan ##ti ##tation for resolved min,20,3
5731,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced): Limit of Quantitation for RRT 2.04,ce - sd ##s ( non - reduced ) : limit of quan ##ti ##tation for rr ##t 2 . 04,20,25
5732,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) unknown imp RRT 1.44,ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 44,20,15
5733,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Detection Limit,ce - sd ##s ( non - reduced ) detection limit,20,15
5734,CE_SDS,ce _ sd ##s,"CE-SDS (Non-Reduced),Unknown Impurity, RRT 2.02","ce - sd ##s ( non - reduced ) , unknown imp ##urity , rr ##t 2 . 02",20,15
5735,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) LC,ce - sd ##s ( non - reduced ) lc,20,15
5736,CE_SDS_2,ce _ sd ##s _ 2,CGE (Non-Reduced) LC,c ##ge ( non - reduced ) lc,20,15
5737,CE_SDS,ce _ sd ##s,CE-SDS(Non-Red.) trel (for each unknown imp) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp ) re ##l . to t ##mi ##g .,20,25
5738,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (reduced) QL,ce - sd ##s ( reduced ) q ##l,20,15
5739,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) HL 1,ce - sd ##s ( non - reduced ) h ##l 1,20,15
5740,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) LC >=LOD,ce - sd ##s ( non - reduced ) lc > = lo ##d,20,3
5741,CE_SDS_2,ce _ sd ##s _ 2,CGE (Reduced) QL,c ##ge ( reduced ) q ##l,20,15
5742,CE_SDS,ce _ sd ##s,CE-CGE (Non-Reduced) LC,ce - c ##ge ( non - reduced ) lc,20,15
5743,CE_SDS,ce _ sd ##s,CE-SDS 10 (result) [(Non-Reduced) unknown imp RRT 1.38],ce - sd ##s 10 ( result ) [ ( non - reduced ) unknown imp rr ##t 1 . 38 ],20,25
5744,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) RRT at 2.17 >= DL,c ##ge ( non - reduced ) rr ##t at 2 . 17 > = dl,20,25
5745,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Reduced) QL,ce - sd ##s ( reduced ) q ##l,20,15
5746,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) RRT at 2.17 >= DL 1,c ##ge ( non - reduced ) rr ##t at 2 . 17 > = dl 1,20,25
5747,CE_SDS,ce _ sd ##s,CGE (Non-reduced) HMW,c ##ge ( non - reduced ) hm ##w,20,15
5748,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced): RRT 2.04 (if present >= LOQ),ce - sd ##s ( non - reduced ) : rr ##t 2 . 04 ( if present > = lo ##q ),20,3
5749,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(y) (for each unknown impurity 6),ce - sd ##s ( non - reduced ) a ( y ) ( for each unknown imp ##urity 6 ),20,25
5750,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(y) (for each unknown impurity 7),ce - sd ##s ( non - reduced ) a ( y ) ( for each unknown imp ##urity 7 ),20,25
5751,CE_SDS,ce _ sd ##s,CGE (Non-Reduced)  RRT 1.76,c ##ge ( non - reduced ) rr ##t 1 . 76,20,15
5752,CE_SDS,ce _ sd ##s,CGE (Non-Reduced)  RRT 2.21,c ##ge ( non - reduced ) rr ##t 2 . 21,20,15
5753,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG) and A(NG-IgG),ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) and a ( ng - i ##gg ),20,25
5754,CE_SDS,ce _ sd ##s,CE-SDS 34 (result) [CGE (Non-Reduced) RRT at 2.17 >= DL 1,ce - sd ##s 34 ( result ) [ c ##ge ( non - reduced ) rr ##t at 2 . 17 > = dl 1,20,3
5755,CE_SDS,ce _ sd ##s,CE-SDS (Red.) trel (for each unknown imp) rel. to tmig.,ce - sd ##s ( red . ) tre ##l ( for each unknown imp ) re ##l . to t ##mi ##g .,20,25
5756,CE_SDS,ce _ sd ##s,CE-SDS (NR) Quantitation Limit,ce - sd ##s ( nr ) quan ##ti ##tation limit,20,15
5757,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG)and A(NG-IgG),ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) and a ( ng - i ##gg ),20,25
5758,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) QL,ce - sd ##s ( non - reduced ) q ##l,20,15
5759,CE_SDS_2,ce _ sd ##s _ 2,CGE (reduced) Quantitation Limit,c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5760,CE_SDS,ce _ sd ##s,CGE (Non-reduced) Quantitation Limit,c ##ge ( non - reduced ) quan ##ti ##tation limit,20,15
5761,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) HHL >=LOD,ce - sd ##s ( non - reduced ) h ##hl > = lo ##d,20,3
5762,CE_SDS,ce _ sd ##s,CGE (Non-Reduced)  HMW,c ##ge ( non - reduced ) hm ##w,20,15
5763,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) LMW,c ##ge ( non - reduced ) l ##m ##w,20,15
5764,CE_SDS,ce _ sd ##s,CE-CGE (Non-Reduced) Quantitation Limit,ce - c ##ge ( non - reduced ) quan ##ti ##tation limit,20,15
5765,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(Ng-lgG),ce - sd ##s ( non - reduced ) a ( ng - l ##gg ),20,25
5766,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) LC,ce - sd ##s ( non - reduced ) lc,20,15
5767,CE_SDS,ce _ sd ##s,CGE (Reduced) Quantitation Limit,c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5768,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS 14 (Reduced) Quantitation Limit,ce - sd ##s 14 ( reduced ) quan ##ti ##tation limit,20,15
5769,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) HL 1,c ##ge ( non - reduced ) h ##l 1,20,15
5770,CE_SDS,ce _ sd ##s,CE-SDS (Red.) trel (for each unknown imp 1) rel. to tmig.,ce - sd ##s ( red . ) tre ##l ( for each unknown imp 1 ) re ##l . to t ##mi ##g .,20,25
5771,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) QL,ce - sd ##s ( non - reduced ) q ##l,20,15
5772,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG) and A(NG-lgG),ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) and a ( ng - l ##gg ),20,25
5773,CE_SDS_2,ce _ sd ##s _ 2,CGE(Reduced) Quantitation Limit,c ##ge ( reduced ) quan ##ti ##tation limit,20,15
5774,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) LC>=LOD,ce - sd ##s ( non - reduced ) lc > = lo ##d,20,3
5775,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) HHL>=LOD,ce - sd ##s ( non - reduced ) h ##hl > = lo ##d,20,3
5776,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) RRT for HHL,c ##ge ( non - reduced ) rr ##t for h ##hl,20,15
5777,CE_SDS,ce _ sd ##s,CE-SDS(Reduced) unknown imp RRT 1.18,ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 18,20,15
5778,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(HHL,ce - sd ##s ( non - reduced ) a ( h ##hl,20,25
5779,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) HHL,c ##ge ( non - reduced ) h ##hl,20,15
5780,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) FP1,ce - sd ##s ( non - reduced ) f ##p ##1,20,15
5781,CE_SDS_2,ce _ sd ##s _ 2,CGE (Reduced) Sum of all LMW,c ##ge ( reduced ) sum of all l ##m ##w,20,15
5782,BIO_CE-SDS_R,bio _ ce - sd ##s _ r,CE-SDS (Reduced) Quantitation Limit,ce - sd ##s ( reduced ) quan ##ti ##tation limit,20,15
5783,BIO_CE-SDS_NR,bio _ ce - sd ##s _ nr,CE-SDS (Non-Reduced) Quantitation Limit,ce - sd ##s ( non - reduced ) quan ##ti ##tation limit,20,23
5784,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(lgG) and A(NG-IgG,ce - sd ##s ( non - reduced ) sum of a ( l ##gg ) and a ( ng - i ##gg,20,25
5785,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) HHL >=LOD,ce - sd ##s ( non - reduced ) h ##hl > = lo ##d,20,3
5786,CE_SDS,ce _ sd ##s,CE-SDS(Non-Red.) trel (for each unknown imp 2) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp 2 ) re ##l . to t ##mi ##g .,20,25
5787,CE_SDS,ce _ sd ##s,CE-SDS (Red.) trel (for each unknown imp 6) rel. to tmig.,ce - sd ##s ( red . ) tre ##l ( for each unknown imp 6 ) re ##l . to t ##mi ##g .,20,25
5788,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) Limit of Quantitation,ce - sd ##s ( non - reduced ) limit of quan ##ti ##tation,20,15
5789,CE_SDS,ce _ sd ##s,CE-SDS(Non-Red.) trel (for each unknown imp 7) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp 7 ) re ##l . to t ##mi ##g .,20,25
5790,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced),ce - sd ##s ( non - reduced ),20,15
5791,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced)  HMW,ce - sd ##s ( non - reduced ) hm ##w,20,15
5792,CE_SDS_2,ce _ sd ##s _ 2,"CE-SDS (Reduced) Sum of  A(HC), A(LC) and A(NGHC)","ce - sd ##s ( reduced ) sum of a ( hc ) , a ( lc ) and a ( ng ##hc )",20,15
5793,CE_SDS,ce _ sd ##s,CE-SDS(Non-Red.) trel (for each unknown imp 1) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp 1 ) re ##l . to t ##mi ##g .,20,25
5794,CE_SDS,ce _ sd ##s,CE-SDS(Non-Red.) trel (for each unknown imp 5) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp 5 ) re ##l . to t ##mi ##g .,20,25
5795,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) A(NG-lgG),ce - sd ##s ( non - reduced ) a ( ng - l ##gg ),20,25
5796,CE_SDS,ce _ sd ##s,CE-SDS(Non-Red.) trel (for each unknown imp 6) rel. to tmig.,ce - sd ##s ( non - red . ) tre ##l ( for each unknown imp 6 ) re ##l . to t ##mi ##g .,20,25
5797,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Quantitation Limit,ce - sd ##s ( non - reduced ) quan ##ti ##tation limit,20,15
5798,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) LC,ce - sd ##s ( non - reduced ) lc,20,15
5799,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) Sum of A(IgG) and A(NG-IgG),ce - sd ##s ( non - reduced ) sum of a ( i ##gg ) and a ( ng - i ##gg ),20,25
5800,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) QL,ce - sd ##s ( reduced ) q ##l,20,15
5801,SDS_PAGE,sd ##s _ page,SDS PAGE (Reduced)_2 (Result),sd ##s page ( reduced ) _ 2 ( result ),20,15
5802,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) HL1,c ##ge ( non - reduced ) h ##l ##1,20,15
5803,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) unknown imp RRT 1.22,ce - sd ##s ( non - reduced ) unknown imp rr ##t 1 . 22,20,15
5804,CE_SDS,ce _ sd ##s,CE-SDS (Non-reduced) HHL,ce - sd ##s ( non - reduced ) h ##hl,20,25
5805,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) unknown imp RRT 2.46,ce - sd ##s ( non - reduced ) unknown imp rr ##t 2 . 46,20,15
5806,CE_SDS,ce _ sd ##s,CE SDS  (Non-Reduced) HMW,ce sd ##s ( non - reduced ) hm ##w,20,15
5807,CE_SDS,ce _ sd ##s,CE-SDS (Reduced) unknown imp RRT 1.74,ce - sd ##s ( reduced ) unknown imp rr ##t 1 . 74,20,15
5808,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-Reduced) Limit of Quantitation,ce - sd ##s ( non - reduced ) limit of quan ##ti ##tation,20,15
5809,CE_SDS_2,ce _ sd ##s _ 2,CE-SDS (Non-reduced) HHL,ce - sd ##s ( non - reduced ) h ##hl,20,15
5810,CE_SDS,ce _ sd ##s,CE SDS (Non-Reduced) LMW,ce sd ##s ( non - reduced ) l ##m ##w,20,15
5811,CE_SDS,ce _ sd ##s,CE-SDS (Non-Reduced) HHL ,ce - sd ##s ( non - reduced ) h ##hl,20,25
5812,CE_SDS_2,ce _ sd ##s _ 2,CGE (Non-Reduced)  LC,c ##ge ( non - reduced ) lc,20,15
5813,CE_SDS,ce _ sd ##s,CGE (Non-Reduced) % F(ab') 2,c ##ge ( non - reduced ) % f ( ab ' ) 2,20,25
5814,CE_SDS_2,ce _ sd ##s _ 2,CGE (Non-Reduced) HHL,c ##ge ( non - reduced ) h ##hl,20,15
5815,CE_SDS,ce _ sd ##s,"CE-SDS (Reduced) Sum of A(HC), A(LC) and A(NGHC)","ce - sd ##s ( reduced ) sum of a ( hc ) , a ( lc ) and a ( ng ##hc )",20,25
5816,CE_SDS,ce _ sd ##s,CGE (Non-reduced) LMW,c ##ge ( non - reduced ) l ##m ##w,20,15
5817,CE_SDS_3,ce _ sd ##s _ 3,CE-SDS (Non-Reduced) HHL,ce - sd ##s ( non - reduced ) h ##hl,20,15
