analysis,Attribute_name,class_probabilities,labels,max_prob,label
CE_SDS,CE-SDS 10 (Reduced)RRT of Unknown Minor peak >= LOQ 1,[0.9994826316833496],[0],0.9994826316833496,0
CE_SDS,CE-SDS 12 (Reduced)RRT of Unknown Minor peak >= LOQ 3,[0.9994826316833496],[0],0.9994826316833496,0
CE_SDS,CE-SDS 11 (Reduced)RRT of Unknown Minor peak >= LOQ 2,[0.999482274055481],[0],0.999482274055481,0
PROTEIN_CONCENTRATION_NO_CALC,Label Claim,[0.9923540353775024],[9],0.9923540353775024,9
CE_SDS,CD-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 3,[0.9994897842407227],[0],0.9994897842407227,0
BIO_PARTICULATE_MATTER,Sub-Visible Particulate Matter >= 25 micrometers,[0.9903655052185059],[4],0.9903655052185059,4
BIO_PARTICULATE_MATTER,Sub-Visible Particulate Matter >= 10 micrometers,[0.9903751015663147],[4],0.9903751015663147,4
ELISA,Potency Binding ELISA (relative potency),[0.9973242282867432],[6],0.9973242282867432,6
CE_SDS,Minor Peak >=LOQ,[0.9979402422904968],[0],0.9979402422904968,0
PARTICULATE_MATTER_MICROSCOPY,<= 10 micron Micro Flow Imaging,[0.9899588227272034],[4],0.9899588227272034,4
CE_SDS,CE-SDS (Reduced) Minor Peak 3 >= LOQ,[0.9994966983795166],[0],0.9994966983795166,0
CE_SDS,CE-CGE (Non-Reduced) RRT for Unknown Minor Peak >= QL 5,[0.9994385838508606],[0],0.9994385838508606,0
CE_SDS,CE-CGE (Non-Reduced) RRT for Unknown Minor Peak >= QL 4,[0.9994412064552307],[0],0.9994412064552307,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight  of Minor Band 3,[0.9994935989379883],[0],0.9994935989379883,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight  of Minor Band 4,[0.9994937181472778],[0],0.9994937181472778,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight  of Minor Band 5,[0.9994922876358032],[0],0.9994922876358032,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight  of Minor Band 1,[0.999491810798645],[0],0.999491810798645,0
SDS_PAGE,SDS PAGE (Non-Reduced) Molecular Weight  of Minor Band 2,[0.9994934797286987],[0],0.9994934797286987,0
SDS_PAGE,SDS-PAGE (Non-Reduced) Purity of All Minor Bands,[0.9995005130767822],[0],0.9995005130767822,0
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 145,[0.9993077516555786],[0],0.9993077516555786,0
SDS_PAGE,Nu-Page Reduced - Purity Non-main bands MW,[0.9994722008705139],[0],0.9994722008705139,0
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=180,[0.9993278980255127],[0],0.9993278980255127,0
SDS_PAGE,NuPAGE Reduced Non-main band MW 119 kDa,[0.9992870688438416],[0],0.9992870688438416,0
SDS_PAGE,NuPAGE Reduced Non main band MW 82 kDa,[0.9992859959602356],[0],0.9992859959602356,0
CE_SDS,CE-SDS (Non-Reduced) unknown imp RRT 2.46,[0.9995012283325195],[0],0.9995012283325195,0
CE_SDS,CE-SDS (Reduced) unknown imp RRT 1.72,[0.9994938373565674],[0],0.9994938373565674,0
CE_SDS,CE-SDS (Reduced) unknown imp RRT 1.74,[0.9994909763336182],[0],0.9994909763336182,0
CE_SDS,CE-SDS (Non-Reduced) unknown imp RRT 1.22,[0.9995009899139404],[0],0.9995009899139404,0
SDS_PAGE,NuPAGE Non main band MW  82 kDa,[0.9976996779441833],[0],0.9976996779441833,0
SDS_PAGE,SDS-PAGE  (R) minor band 3 MW = 170,[0.9993143081665039],[0],0.9993143081665039,0
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 180,[0.999326229095459],[0],0.999326229095459,0
SDS_PAGE,SDS-PAGE  (R) minor band 1 MW = 99,[0.9993218183517456],[0],0.9993218183517456,0
SDS_PAGE,SDS-PAGE  (NR) minor band 7 MW = 91,[0.9993056058883667],[0],0.9993056058883667,0
SDS_PAGE,SDS-PAGE  (R) minor band 4 MW = 36,[0.9993159770965576],[0],0.9993159770965576,0
SDS_PAGE,SDS-PAGE  (NR) minor band 9 MW = 11,[0.9993016719818115],[0],0.9993016719818115,0
SDS_PAGE,SDS-PAGE  (R) minor band 3 MW = 41,[0.9993090629577637],[0],0.9993090629577637,0
SDS_PAGE,SDS-PAGE  (R) minor band 7 MW = 14,[0.9993102550506592],[0],0.9993102550506592,0
SDS_PAGE,SDS-PAGE  (NR) minor band 5 MW = 143,[0.9993066787719727],[0],0.9993066787719727,0
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 178,[0.9993133544921875],[0],0.9993133544921875,0
SDS_PAGE,SDS-PAGE  (NR) minor band 6 MW = 137,[0.9993062019348145],[0],0.9993062019348145,0
SDS_PAGE,SDS-PAGE  (R) minor band 5 MW = 25,[0.9993041753768921],[0],0.9993041753768921,0
SDS_PAGE,SDS-PAGE  (R) minor band 6 MW = 19,[0.9992985725402832],[0],0.9992985725402832,0
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 45,[0.9993172883987427],[0],0.9993172883987427,0
PARTICULATE_MATTER,Particles >= 10 Microns (CoSub-Visible Particulatencentrate),[0.9900948405265808],[4],0.9900948405265808,4
BIOASSAY,Cell-Based Bioassay Potency,[0.9773916006088257],[5],0.9773916006088257,5
SDS_PAGE,Nu-Page (Reduced) relative abundance of Non-main bands,[0.9994028806686401],[0],0.9994028806686401,0
SDS_PAGE,SDS-PAGE  (NR) minor band 2 MW = 169,[0.9993126392364502],[0],0.9993126392364502,0
ICIEF,iCIEF Basic Group Relatlimab,[0.9992412328720093],[2],0.9992412328720093,2
ICIEF,iCIEF Main Peak Area Nivolumab,[0.9995430707931519],[2],0.9995430707931519,2
ICIEF,iCIEF Main Peak Area Relatlimab,[0.9995362758636475],[2],0.9995362758636475,2
ICIEF,iCIEF Basic Group Nivolumab,[0.9992897510528564],[2],0.9992897510528564,2
ICIEF,iCIEF Acidic Group Nivolumab,[0.9993504881858826],[2],0.9993504881858826,2
ICIEF,iCIEF Acidic Group Relatlimab,[0.999312162399292],[2],0.999312162399292,2
SDS_PAGE,NuPAGE Reduced Non-main band MW         kDa,[0.9992895126342773],[0],0.9992895126342773,0
CE_SDS,CE-SDSÂ (Non-Reduced)Â RRT of Unknown Minor Peak >= LOQ 3,[0.9994823932647705],[0],0.9994823932647705,0
CE_SDS,CE-SDSÂ (Non-Reduced)Â RRT of Unknown Minor Peak >= LOQ 2,[0.9994832277297974],[0],0.9994832277297974,0
CE_SDS,CE-SDSÂ (Non-Reduced)Â RRT of Unknown Minor Peak >= LOQ 1,[0.9994825124740601],[0],0.9994825124740601,0
SDS_PAGE,Nu-Page Reduced Non-main band MW 123 kD,[0.9993301630020142],[0],0.9993301630020142,0
SDS_PAGE,Nu-PAGE Reduced Non-main band MW 85 kDa,[0.9993172883987427],[0],0.9993172883987427,0
SDS_PAGE,Nu-PAGE Reduced Non main band MW 44 kDa,[0.9992949962615967],[0],0.9992949962615967,0
BINDING_SPR,CD137 Binding (Surface Plasmon Resonance),[0.978661060333252],[7],0.978661060333252,7
CE_SDS,CE-SDS (Non-reduced) Minor peaks >= LOQ,[0.9994975328445435],[0],0.9994975328445435,0
CE_SDS,CE-SDS (Non-reduced) Migration Time of Minor Peaks,[0.9995040893554688],[0],0.9995040893554688,0
CE_SDS_2,CE-SDS (Reduced) Migration Time of Minor Peaks,[0.99950110912323],[0],0.99950110912323,0
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=173,[0.9993184804916382],[0],0.9993184804916382,0
ELISA,Potency by Binding ELISA,[0.9972719550132751],[6],0.9972719550132751,6
BIOLOGICAL_ASSAY,Potency (Cell Proliferation),[0.9762816429138184],[5],0.9762816429138184,5
ELISA_BINDING,Binding Activity by ELISA Relative to Reference Standard,[0.9973305463790894],[6],0.9973305463790894,6
SDS_PAGE,SDS-PAGE (Reduced) Sum Intensity of Heavy And Light Chains,[0.9994879961013794],[0],0.9994879961013794,0
CE_SDS,CE-SDS (Non-Reduced) HL 1,[0.9994902610778809],[0],0.9994902610778809,0
CE_SDS,CE-SDS (Non-Reduced) HL 2,[0.9994876384735107],[0],0.9994876384735107,0
CE_SDS_2,CGE (Reduced) Sum of All Minor peaks >= QL,[0.9993928670883179],[0],0.9993928670883179,0
CE_SDS,CGE (Non-Reduced) Sum of All Minor peaks >= QL,[0.9994446635246277],[0],0.9994446635246277,0
PARTICULATE_MATTER,Subvisible Particulate Matter>= 5 and <10 micrometer,[0.9902033805847168],[4],0.9902033805847168,4
CE_SDS,CE-SDS (Reduced) Minor Peaks 4 (>LOQ),[0.9994939565658569],[0],0.9994939565658569,0
CE_SDS,CE-SDS (Reduced) Minor Peaks 6 (>LOQ),[0.9994906187057495],[0],0.9994906187057495,0
CE_SDS,CE-SDS (Reduced) Minor Peaks 1 (>LOQ),[0.9994935989379883],[0],0.9994935989379883,0
CE_SDS,CE-SDS (Reduced) Minor Peaks 3 (>LOQ),[0.9994926452636719],[0],0.9994926452636719,0
CE_SDS,CE-SDS (Reduced) Minor Peaks 5 (>LOQ),[0.9994915723800659],[0],0.9994915723800659,0
CE_SDS,CE-SDS (Reduced) Minor Peaks 2 (>LOQ),[0.9994926452636719],[0],0.9994926452636719,0
CE_SDS,CE-SDS (Reduced) Minor Peaks 7 (>LOQ),[0.9994909763336182],[0],0.9994909763336182,0
CE_SDS,CE-SDS (Reduced) Relatibe Migration Time of Minor Peak 2,[0.9994964599609375],[0],0.9994964599609375,0
CE_SDS,CE-SDS (Reduced) Relatibe Migration Time of Minor Peak 6,[0.9994977712631226],[0],0.9994977712631226,0
CE_SDS,CE-SDS (Reduced) Relatibe Migration Time of Minor Peak  5,[0.9994975328445435],[0],0.9994975328445435,0
CE_SDS,CE-SDS (Reduced) Relatibe Migration Time of Minor Peak 4,[0.999497652053833],[0],0.999497652053833,0
CE_SDS,CE-SDS (Reduced) Relatibe Migration Time of Minor Peak 3,[0.9994969367980957],[0],0.9994969367980957,0
CE_SDS,CE-SDS (Reduced) Relatibe Migration Time of Minor Peak 1,[0.9994977712631226],[0],0.9994977712631226,0
CE_SDS,CE-SDS (Non-Reduced) A(HHL,[0.9994832277297974],[0],0.9994832277297974,0
CE_SDS,CE-SDS (Non-reduced) Rel. Ret. Time of minor peak >= LOQ 2,[0.9995057582855225],[0],0.9995057582855225,0
CE_SDS,CE-SDS (Non-reduced) Rel. Ret. Time of minor peak >= LOQ 1,[0.9995057582855225],[0],0.9995057582855225,0
CE_SDS_2,CE-SDS (Reduced) Rel. Retention Time of minor peak >=LOQ 2,[0.9994962215423584],[0],0.9994962215423584,0
CE_SDS_2,CE-SDS (Reduced) Rel. Retention Time of minor peak >=LOQ 1,[0.9994949102401733],[0],0.9994949102401733,0
CE_SDS_2,CE-SDS (Reduced) Rel. Retention Time of minor peak >=LOQ 3,[0.9994956254959106],[0],0.9994956254959106,0
PH,Inidividual pH (Measured at 25 Degree C),[0.9976305961608887],[8],0.9976305961608887,8
PH,pH (Measured at 25 Degree),[0.9976194500923157],[8],0.9976194500923157,8
PH,Individual pH (Measured at 25 DegreeC),[0.9976206421852112],[8],0.9976206421852112,8
ELISA_2,Potency by ELISA Relative to the Reference Standard,[0.9972994923591614],[6],0.9972994923591614,6
SE_HPLC_2,Total HMW,[0.9991711378097534],[3],0.9991711378097534,3
SE_HPLC_2,SEC Monomer,[0.9991922974586487],[3],0.9991922974586487,3
SE_HPLC_2,Total LMW,[0.9991777539253235],[3],0.9991777539253235,3
CE_SDS_2,CE-SDS (Reduced) Minor Peak  RRT 1 >= LOQ,[0.9994939565658569],[0],0.9994939565658569,0
CE_SDS_2,CE-SDS (Non-Reduced) Migration of Minor Peak >= QL 4,[0.9994906187057495],[0],0.9994906187057495,0
CE_SDS_2,CE-SDS (Non-Reduced) number of minor peaks >=QL,[0.9994878768920898],[0],0.9994878768920898,0
CE_SDS,CE-SDS (Non-Reduced) A(y) (for each unknown impurity 6),[0.9994994401931763],[0],0.9994994401931763,0
CE_SDS,CE-SDS (Non-Reduced) A(y) (for each unknown impurity 7),[0.9994992017745972],[0],0.9994992017745972,0
BIOLOGICAL_ASSAY,Potency by Cell Based Bioassay,[0.977788507938385],[5],0.977788507938385,5
CE_SDS_2,CE-SDS 12 (Reduced)RRT of Unknown Minor peak >= LOQ 3,[0.999481737613678],[0],0.999481737613678,0
CE_SDS_2,CE-SDS 11 (Reduced)RRT of Unknown Minor peak >= LOQ 2,[0.9994818568229675],[0],0.9994818568229675,0
CE_SDS_2,CE-SDS 10 (Reduced)RRT of Unknown Minor peak >= LOQ 1,[0.9994820952415466],[0],0.9994820952415466,0
CE_SDS_2,CE-SDS (Reduced) RRT for Unknown Minor Peak >= QL 5,[0.9994809031486511],[0],0.9994809031486511,0
HPLC,HIC-HPL Oxidation Content,"[0.6509492993354797, 0.11001120507717133, 0.08021383732557297, 0.04029592126607895, 0.027520621195435524, 0.0198576170951128, 0.01874343678355217, 0.01751183159649372]","[1, 0, 8, 9, 2, 5, 3, 7]",0.6509492993354797,1
CE_SDS,CE-SDS 6 (Non-reduced)Unknown Minor peak >= LOQ 2,[0.9994958639144897],[0],0.9994958639144897,0
CE_SDS,CE-SDS 5 (Non-reduced)Unknown Minor peak >= LOQ 1,[0.9994920492172241],[0],0.9994920492172241,0
CE_SDS,CE-SDS 7 (Non-reduced)Unknown Minor peak >= LOQ 3,[0.9994937181472778],[0],0.9994937181472778,0
CE_SDS,CE-SDS 8 (Non-reduced)Unknown Minor peak >= LOQ 4,[0.9994957447052002],[0],0.9994957447052002,0
CE_SDS,CE-SDS 9 (Reduced)Unknown Minor peak >= LOQ 4,[0.9994701743125916],[0],0.9994701743125916,0
CE_SDS,CE-SDS 6 (Reduced)Unknown Minor peak >= LOQ 1,[0.9994764924049377],[0],0.9994764924049377,0
CE_SDS,CE-SDS 5 (Reduced) NGHC,[0.999484658241272],[0],0.999484658241272,0
CE_SDS,CE-SDS 8 (Reduced)Unknown Minor peak >= LOQ 3,[0.9994733929634094],[0],0.9994733929634094,0
CE_SDS,CE-SDS 7 (Reduced)Unknown Minor peak >= LOQ 2,[0.9994755387306213],[0],0.9994755387306213,0
PARTICULATE_MATTER_2,Particulate Matter (HIAC) >= 3 micrometersons (Concentrate),[0.9902889728546143],[4],0.9902889728546143,4
CE_SDS_2,CE-SDS (Reduced) Minor Peak 2 >= LOQ,[0.9994914531707764],[0],0.9994914531707764,0
PARTICULATE_MATTER_MICROSCOPY,(Particulate Matter > = 10-25 micrometer),[0.9904763698577881],[4],0.9904763698577881,4
PARTICULATE_MATTER_MICROSCOPY,(Particulate Matter > = 5-10 micrometer),[0.990435004234314],[4],0.990435004234314,4
PARTICULATE_MATTER_MICROSCOPY,(Particulate Matter > = 25 micrometer),[0.9904300570487976],[4],0.9904300570487976,4
PARTICULATE_MATTER_MICROSCOPY,(Particulate Matter > = 2-5 micrometer),[0.9903784990310669],[4],0.9903784990310669,4
BIO_CE-SDS_NR,CE-SDS (Non-reduced) Sum of Minor peaks >= LOQ,[0.9995043277740479],[0],0.9995043277740479,0
BIO_CE-SDS_R,CE-SDS (Reduced) Sum of Minor peaks >= LOQ,[0.999498724937439],[0],0.999498724937439,0
BIO_ICIEF,iCIEF Main Peak Area (anti-LAG3),[0.9995566010475159],[2],0.9995566010475159,2
BIO_ICIEF,iCIEF Basic Group (anti-LAG3),[0.9980666041374207],[2],0.9980666041374207,2
BIO_ICIEF,iCIEF Acidic Group (anti-LAG3),[0.9983330368995667],[2],0.9983330368995667,2
BIO_ICIEF,iCIEF Acidic Group (Nivo),[0.9992345571517944],[2],0.9992345571517944,2
BIO_ICIEF,iCIEF Basic Group (Nivo),[0.9990058541297913],[2],0.9990058541297913,2
BIO_ICIEF,iCIEF Main Peak Area (Nivo),[0.999544084072113],[2],0.999544084072113,2
CE_SDS_2,CE-SDS (Non-reduced) %Purity,[0.999491810798645],[0],0.999491810798645,0
ICIEF,iCIEF Basic Species Cumulative Area Nivolumab,[0.999019980430603],[2],0.999019980430603,2
ICIEF,iCIEF Acidic Peaks Cumulative Area Nivolumab,[0.9995558857917786],[2],0.9995558857917786,2
ICIEF,iCIEF Basic Species Cumulative Area Relatlimab,[0.9989352822303772],[2],0.9989352822303772,2
ICIEF,iCIEF Acidic Species Cumulative Area Relatlimab,[0.9989088773727417],[2],0.9989088773727417,2
PH,Individual pH/1,[0.9975990653038025],[8],0.9975990653038025,8
PH,/2,[0.9976012110710144],[8],0.9976012110710144,8
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 5,[0.9994877576828003],[0],0.9994877576828003,0
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 6,[0.9994877576828003],[0],0.9994877576828003,0
CE_SDS,CE-SDS (Reduced) RRT of Unknown Minor Peak>=LOQ 4,[0.9994895458221436],[0],0.9994895458221436,0
CE_SDS_2,CE-SDS (Non-Reduced) RRT of Unknown Minor Peak>=LOQ 5,[0.999492883682251],[0],0.999492883682251,0
CE_SDS,[CE-SDS(Non-Reduced) unknown imp RRT 1.98,[0.9995005130767822],[0],0.9995005130767822,0
CE_SDS,CE-SDS (Non-reduced) RRT of Unknown Minor Peak < LOQ 3,[0.9994970560073853],[0],0.9994970560073853,0
CE_SDS,CE-SDS (Reduced)Relative Migration Time of  Minor Peak 5,[0.9994975328445435],[0],0.9994975328445435,0
CE_SDS,CE-SDS (Reduced)Relative Migration Time of  Minor Peak 1,[0.9994981288909912],[0],0.9994981288909912,0
CE_SDS,CE-SDS (Reduced)Relative Migration Time of  Minor Peak 4,[0.999497652053833],[0],0.999497652053833,0
CE_SDS,CE-SDS (Reduced)Relative Migration Time of  Minor Peak 3,[0.9994975328445435],[0],0.9994975328445435,0
CE_SDS,CE-SDS (Reduced)Relative Migration Time of  Minor Peak 2,[0.9994966983795166],[0],0.9994966983795166,0
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=172,[0.9993228912353516],[0],0.9993228912353516,0
SDS_PAGE,NuPAGE Reduced Non-main band MW 138 kDa,[0.9992885589599609],[0],0.9992885589599609,0
SDS_PAGE,Nu PAGE Reduced Non-main band MW 77 kDa,[0.9992551207542419],[0],0.9992551207542419,0
SDS_PAGE,Nu-Page Reduced - Purity Non-main bands Area %,[0.9994710087776184],[0],0.9994710087776184,0
SDS_PAGE,SDS-PAGE  (NR) minor band 1 MW =169,[0.9993144273757935],[0],0.9993144273757935,0
SE_HPLC_3,SEC-HPLC Monomer,[0.9992163181304932],[3],0.9992163181304932,3
SE_HPLC_3,SEC-HPLC HMW,[0.9992152452468872],[3],0.9992152452468872,3
SE_HPLC_3,SEC-HPLC LMW,[0.9992017149925232],[3],0.9992017149925232,3
SDS_PAGE,NuPAGE Reduced Non-main band MW 84 kDa,[0.9992938041687012],[0],0.9992938041687012,0
SDS_PAGE,NuPAGE Reduced Non-main band MW 122 kDa,[0.9993032217025757],[0],0.9993032217025757,0
CE_SDS,CE-SDS (R) Quantitation Limit,[0.9994106292724609],[0],0.9994106292724609,0
CE_SDS_2,CE-SDS (NR) Quantitation Limit,[0.999373733997345],[0],0.999373733997345,0
CE_SDS,CD-SDS (Non-Reduced) RRT for Unknown Minor Peak >= LOQ 4,[0.9994903802871704],[0],0.9994903802871704,0
RP_UPLC,Protein ratio (LAG3/nivolumab),[0.9955703616142273],[1],0.9955703616142273,1
SDS_PAGE,SDS-PAGE (NR) minor band 4 MW=143,[0.9993082284927368],[0],0.9993082284927368,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=179,[0.9993084669113159],[0],0.9993084669113159,0
CE_SDS,"CE-SDS (Non-Reduced) Sum of A(lgG),and A(NG-IgG)",[0.9994750618934631],[0],0.9994750618934631,0
CE_SDS,CE-SDS (Non-Reduced) RRT for Unknown Minor Peak >= QL 5,[0.9994930028915405],[0],0.9994930028915405,0
ELISA_2,Binding Acivity ELISA,[0.9972606897354126],[6],0.9972606897354126,6
SDS_PAGE,SDS-PAGE  (R) minor band 3 MW = 40,[0.9993129968643188],[0],0.9993129968643188,0
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW = 44,[0.9993213415145874],[0],0.9993213415145874,0
SDS_PAGE,SDS-PAGE  (NR) minor band 6 MW = 37,[0.9993002414703369],[0],0.9993002414703369,0
SDS_PAGE,SDS-PAGE  (NR) minor band 5 MW = 141,[0.9993138313293457],[0],0.9993138313293457,0
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 167,[0.9992971420288086],[0],0.9992971420288086,0
SDS_PAGE,SDS-PAGE  (R) minor band 1 MW = 96,[0.9993271827697754],[0],0.9993271827697754,0
SDS_PAGE,SDS-PAGE  (R) minor band 4 MW = 13,[0.9993175268173218],[0],0.9993175268173218,0
PARTICULATE_MATTER,Particulate Matter (HIAC)>= 25 micrometers,[0.9903399348258972],[4],0.9903399348258972,4
PARTICULATE_MATTER,Particulate Matter (HIAC)>= 3 micrometers,[0.990321695804596],[4],0.990321695804596,4
PARTICULATE_MATTER,Particulate Matter (HIAC)>= 2 micrometers,[0.990310788154602],[4],0.990310788154602,4
PARTICULATE_MATTER,Particulate Matter (HIAC)>= 5 micrometers,[0.9903354644775391],[4],0.9903354644775391,4
PARTICULATE_MATTER,Particulate Matter (HIAC)>= 10 micrometers,[0.9903601408004761],[4],0.9903601408004761,4
SDS_PAGE,SDS PAGE (Reduced)_1 Reduced Area of Non-Main Band,[0.9994831085205078],[0],0.9994831085205078,0
CE_SDS_2,CE-SDS (reduced) Purity,[0.9994907379150391],[0],0.9994907379150391,0
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 136,[0.9993205070495605],[0],0.9993205070495605,0
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 161,[0.9993069171905518],[0],0.9993069171905518,0
CE_SDS_2,CE-SDS (Non-reduced) Relative Migration Time for Minor peak1,[0.9995033740997314],[0],0.9995033740997314,0
SDS_PAGE,Nu-Page Reduced Non-main band MW      77   kD,[0.9993322491645813],[0],0.9993322491645813,0
SDS_PAGE,Nu-Page Reduced Non-main band MW     115    kD,[0.9993475079536438],[0],0.9993475079536438,0
ICIEF,iCIEF Acidic Group ,[0.9993703961372375],[2],0.9993703961372375,2
PROTEIN_CONTENT_NO_CALC,Protein Concentration,[0.9938236474990845],[9],0.9938236474990845,9
CE_SDS_2,CE-SDS (Non-Reduced),[0.9995021820068359],[0],0.9995021820068359,0
CE_SDS_2,CE-SDS (Non-Reduced) Main Peak % Purity,[0.9995008707046509],[0],0.9995008707046509,0
CE_SDS,%LMW,[0.9983489513397217],[0],0.9983489513397217,0
PARTICULATE_MATTER,"Sub-Visible Particulate Matter (HIAC, >= 10 micrometer",[0.9902584552764893],[4],0.9902584552764893,4
SDS_PAGE,SDS-PAGE (NR) minor band 1 MW=133,[0.9993212223052979],[0],0.9993212223052979,0
CE_SDS,[CE-SDS(Reduced) unknown imp RRT 1.18],[0.9994931221008301],[0],0.9994931221008301,0
SDS_PAGE,SDS PAGE_1 Reduced Area of Non-Main Band,[0.9994660019874573],[0],0.9994660019874573,0
CE_SDS,CE-SDS (Reduced) Minor Peak >= QL 3,[0.9994893074035645],[0],0.9994893074035645,0
CE_SDS_2,CE-SDS (Non-Reduced) Minor Peak >= QL 3,[0.9994944334030151],[0],0.9994944334030151,0
CE_SDS,CE-SDS (Non-Reduced) of A(Ng-IgG),[0.9994714856147766],[0],0.9994714856147766,0
PARTICULATE_MATTER_2,Sub-Visible Particulate Matter >= 10 micrometers,[0.9903298616409302],[4],0.9903298616409302,4
PARTICULATE_MATTER_MICROSCOPY,Particluate Matter (MFI) >= 10-25 micrometers,[0.990437924861908],[4],0.990437924861908,4
PARTICULATE_MATTER_MICROSCOPY,Particluate Matter (MFI) >= 25 micrometers,[0.9903931021690369],[4],0.9903931021690369,4
PARTICULATE_MATTER_MICROSCOPY,Particluate Matter (MFI) >= 2-5 micrometers,[0.9903659820556641],[4],0.9903659820556641,4
PARTICULATE_MATTER_MICROSCOPY,Particluate Matter (MFI) >= 5-10 micrometers,[0.990390419960022],[4],0.990390419960022,4
CE_HPLC,CE UPLC Acidic Group,[0.9987381100654602],[2],0.9987381100654602,2
CE_HPLC,CE UPLC Basic Group,[0.9980626702308655],[2],0.9980626702308655,2
CE_HPLC,CE UPLC Main Peak,[0.9994671940803528],[2],0.9994671940803528,2
BIO_ICIEF,Main Peak [iCIEF Main Peak Area {ALAG3},[0.9995458722114563],[2],0.9995458722114563,2
BIO_ICIEF,iCIEF Basic Peaks Cumulative Area {ALAG3},[0.9995511174201965],[2],0.9995511174201965,2
BIO_ICIEF,iCIEF Acidic Peaks Cumulative Area{ALAG3},[0.9995543360710144],[2],0.9995543360710144,2
BIO_ICIEF,iCIEF Main Peak Area {NIVO},[0.999542236328125],[2],0.999542236328125,2
BIO_ICIEF,iCIEF Basic Peaks Cumulative Area {NIVO},[0.9995498061180115],[2],0.9995498061180115,2
BIO_ICIEF,iCIEF Acidic Peaks Cumulative Area{NIVO},[0.9995519518852234],[2],0.9995519518852234,2
SDS_PAGE,SDS-PAGE  (NR) minor band 5 MW = 142,[0.9993095397949219],[0],0.9993095397949219,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW= 177,[0.9993100166320801],[0],0.9993100166320801,0
SDS_PAGE,SDS-PAGE  (NR) minor band 4 MW = 166,[0.9993088245391846],[0],0.9993088245391846,0
SDS_PAGE,SDS-PAGE  (NR) minor band 3 MW = 169,[0.9993103742599487],[0],0.9993103742599487,0
SDS_PAGE,SDS-PAGE (NR) minor band 2 MW=172,[0.999320387840271],[0],0.999320387840271,0
CE_SDS,CE-SDS (Reduced) Minor Peak 6>LOQ,[0.9995001554489136],[0],0.9995001554489136,0
CE_SDS,CE-SDS (Reduced) Minor Peak 3>LOQ,[0.9995005130767822],[0],0.9995005130767822,0
CE_SDS,CE-SDS (Reduced) Minor Peak 5>LOQ,[0.9994997978210449],[0],0.9994997978210449,0
CE_SDS,CE-SDS (Reduced) Minor Peak 2>LOQ,[0.999500036239624],[0],0.999500036239624,0
CE_SDS,CE-SDS (Reduced) Minor Peak 4>LOQ,[0.9995014667510986],[0],0.9995014667510986,0
CE_SDS,CE-SDS (R) Sum of Minor Peaks >=LOQ,[0.9992917776107788],[0],0.9992917776107788,0
CE_SDS,CE-SDS (R) Minor Peak 1>=QL,[0.9993265867233276],[0],0.9993265867233276,0
CE_SDS,CE-SDS (R) Purity,[0.9994640946388245],[0],0.9994640946388245,0
CE_SDS,CE-SDS (R) Minor Peak 2>=QL,[0.999323844909668],[0],0.999323844909668,0
CE_SDS_2,CE-SDS (NR) Purity,[0.9994595646858215],[0],0.9994595646858215,0
CE_SDS_2,CE-SDS (NR) Sum of Minor Peaks >=LOQ,[0.9992762207984924],[0],0.9992762207984924,0
CE_SDS_2,CE-SDS (NR) Minor Peak,[0.9994003772735596],[0],0.9994003772735596,0
ICIEF,Main Peaks,[0.9995265007019043],[2],0.9995265007019043,2
SDS_PAGE,SDS PAGE (Nono-Reduced) Purity of Minor Band 1,[0.9995014667510986],[0],0.9995014667510986,0
SDS_PAGE,SDS PAGE (Nono-Reduced) Molecular Weight of Minor Band 1,[0.999494194984436],[0],0.999494194984436,0
CE_SDS,CE-SDS (NR) Sum of all Minor Peaks (>=LOQ,[0.9992666840553284],[0],0.9992666840553284,0
BIOASSAY,Cell-based Caspase 3/7 Potency Assay(Result),[0.9776931405067444],[5],0.9776931405067444,5
CE_SDS_2,CE-CGE (Reduced) Quantitation Limit,[0.9994456171989441],[0],0.9994456171989441,0
SDS_PAGE,SDS-PAGE  (R) minor band 2 MW =17,[0.9993168115615845],[0],0.9993168115615845,0
