Unnamed: 0,Analysis,Attribute,Standard names,Unnamed: 4
588,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 2,sds-page (reduced) purity,nan
588,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 2,sds-page (reduced) purity,nan
589,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
589,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
589,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
589,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 1,sds-page (reduced) purity,nan
590,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
590,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
590,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
590,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 3,sds-page (reduced) purity,nan
591,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of all minor band 4,sds-page (reduced) purity,nan
591,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of all minor band 4,sds-page (reduced) purity,nan
591,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of all minor band 4,sds-page (reduced) purity,nan
591,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of all minor band 4,sds-page (reduced) purity,nan
592,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
592,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
592,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 1,sds-page (reduced) purity,nan
592,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 1,sds-page (reduced) purity,nan
593,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
593,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
593,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 3,sds-page (reduced) purity,nan
593,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 3,sds-page (reduced) purity,nan
594,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
594,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
594,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
594,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 5,sds-page (reduced) purity,nan
595,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy chain rel to ref std,sds-page (reduced) purity,nan
595,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy chain rel to ref std,sds-page (reduced) purity,nan
595,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy chain rel to ref std,sds-page (reduced) purity,nan
595,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy chain rel to ref std,sds-page (reduced) purity,nan
596,Sodium Dodecyl Sulfate_page,sds-page (reduced)_1 [results] purity non-main bands <bsa,sds-page (reduced) purity,nan
596,sds_page,Sodium Dodecyl Sulfate-page (reduced)_1 [results] purity non-main bands <bsa,sds-page (reduced) purity,nan
596,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced)_1 [results] purity non-main bands <bsa,sds-page (reduced) purity,nan
596,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced)_1 [results] purity non-main bands <bsa,sds-page (reduced) purity,nan
597,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
597,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
597,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
597,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
598,Sodium Dodecyl Sulfate_page,sds-page (reduced)  purity of heavy and light chains,sds-page (reduced) purity,nan
598,sds_page,Sodium Dodecyl Sulfate-page (reduced)  purity of heavy and light chains,sds-page (reduced) purity,nan
598,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced)  purity of heavy and light chains,sds-page (reduced) purity,nan
598,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced)  purity of heavy and light chains,sds-page (reduced) purity,nan
599,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 2,sds-page (reduced) purity,nan
599,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 2,sds-page (reduced) purity,nan
599,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 2,sds-page (reduced) purity,nan
599,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 2,sds-page (reduced) purity,nan
600,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of light chain rel to ref std,sds-page (reduced) purity,nan
600,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of light chain rel to ref std,sds-page (reduced) purity,nan
600,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of light chain rel to ref std,sds-page (reduced) purity,nan
600,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of light chain rel to ref std,sds-page (reduced) purity,nan
601,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
601,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
601,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
601,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
602,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
602,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
602,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
602,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
603,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity minor band 3,sds-page (reduced) purity,nan
603,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity minor band 3,sds-page (reduced) purity,nan
603,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity minor band 3,sds-page (reduced) purity,nan
603,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity minor band 3,sds-page (reduced) purity,nan
604,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy chain,sds-page (reduced) purity,nan
604,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy chain,sds-page (reduced) purity,nan
604,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy chain,sds-page (reduced) purity,nan
604,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy chain,sds-page (reduced) purity,nan
605,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity heavy & light chain,sds-page (reduced) purity,nan
605,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity heavy & light chain,sds-page (reduced) purity,nan
605,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity heavy & light chain,sds-page (reduced) purity,nan
605,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity heavy & light chain,sds-page (reduced) purity,nan
606,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
606,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
606,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
606,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
607,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity minor band 2,sds-page (reduced) purity,nan
607,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity minor band 2,sds-page (reduced) purity,nan
607,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity minor band 2,sds-page (reduced) purity,nan
607,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity minor band 2,sds-page (reduced) purity,nan
608,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
608,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
608,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
608,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy chain relative to ref std,sds-page (reduced) purity,nan
609,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity minor band 1,sds-page (reduced) purity,nan
609,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity minor band 1,sds-page (reduced) purity,nan
609,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity minor band 1,sds-page (reduced) purity,nan
609,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity minor band 1,sds-page (reduced) purity,nan
610,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
610,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
610,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
610,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of light chain relative to ref std,sds-page (reduced) purity,nan
611,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 9,sds-page (reduced) purity,nan
611,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 9,sds-page (reduced) purity,nan
611,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 9,sds-page (reduced) purity,nan
611,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 9,sds-page (reduced) purity,nan
612,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
612,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
612,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
612,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy and light chain bands,sds-page (reduced) purity,nan
613,Sodium Dodecyl Sulfate_page,sds-page (reduced)purity of all minor band 1,sds-page (reduced) purity,nan
613,sds_page,Sodium Dodecyl Sulfate-page (reduced)purity of all minor band 1,sds-page (reduced) purity,nan
613,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced)purity of all minor band 1,sds-page (reduced) purity,nan
613,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced)purity of all minor band 1,sds-page (reduced) purity,nan
614,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 4,sds-page (reduced) purity,nan
614,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 4,sds-page (reduced) purity,nan
614,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 4,sds-page (reduced) purity,nan
614,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 4,sds-page (reduced) purity,nan
615,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
615,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
615,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 5,sds-page (reduced) purity,nan
615,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 5,sds-page (reduced) purity,nan
616,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 7,sds-page (reduced) purity,nan
616,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 7,sds-page (reduced) purity,nan
616,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 7,sds-page (reduced) purity,nan
616,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 7,sds-page (reduced) purity,nan
617,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 6,sds-page (reduced) purity,nan
617,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 6,sds-page (reduced) purity,nan
617,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 6,sds-page (reduced) purity,nan
617,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 6,sds-page (reduced) purity,nan
618,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 8,sds-page (reduced) purity,nan
618,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 8,sds-page (reduced) purity,nan
618,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 8,sds-page (reduced) purity,nan
618,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 8,sds-page (reduced) purity,nan
619,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of minor band 10,sds-page (reduced) purity,nan
619,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of minor band 10,sds-page (reduced) purity,nan
619,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of minor band 10,sds-page (reduced) purity,nan
619,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of minor band 10,sds-page (reduced) purity,nan
620,Sodium Dodecyl Sulfate_page,sds-page (reduced) purity of heavy and light chain,sds-page (reduced) purity,nan
620,sds_page,Sodium Dodecyl Sulfate-page (reduced) purity of heavy and light chain,sds-page (reduced) purity,nan
620,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) purity of heavy and light chain,sds-page (reduced) purity,nan
620,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) purity of heavy and light chain,sds-page (reduced) purity,nan
621,Sodium Dodecyl Sulfate_page,sds-page (reduced) sum of purity of heavy and light chains,sds-page (reduced) purity,nan
621,sds_page,Sodium Dodecyl Sulfate-page (reduced) sum of purity of heavy and light chains,sds-page (reduced) purity,nan
621,sds_Polyacrylamide Gel Electrophoresis,sds-page (reduced) sum of purity of heavy and light chains,sds-page (reduced) purity,nan
621,sds_page,sds-Polyacrylamide Gel Electrophoresis (reduced) sum of purity of heavy and light chains,sds-page (reduced) purity,nan
623,250657_size_homog,High Molecular Weight,se-hplc hmw,nan
624,250657_size_homog,Low Molecular Weight,se-hplc lmw,nan
625,y_uspo8205_sec,Low Molecular Weight,se-hplc lmw,nan
626,se_High-Performance Liquid Chromatography_4,se-hplc hmw species (cumulative area),se-hplc hmw,nan
626,se_hplc_4,se-High-Performance Liquid Chromatography hmw species (cumulative area),se-hplc hmw,nan
626,Size Exclusion_hplc_4,se-hplc hmw species (cumulative area),se-hplc hmw,nan
626,se_hplc_4,Size Exclusion-hplc hmw species (cumulative area),se-hplc hmw,nan
626,se_hplc_4,se-hplc High Molecular Weight species (cumulative area),se-hplc hmw,nan
627,se_High-Performance Liquid Chromatography,hmw retention time (result),se-hplc hmw,nan
627,Size Exclusion_hplc,hmw retention time (result),se-hplc hmw,nan
627,se_hplc,High Molecular Weight retention time (result),se-hplc hmw,nan
628,se_High-Performance Liquid Chromatography,lmw retention time (result),se-hplc lmw,nan
628,Size Exclusion_hplc,lmw retention time (result),se-hplc lmw,nan
628,se_hplc,Low Molecular Weight retention time (result),se-hplc lmw,nan
629,se_High-Performance Liquid Chromatography_4,se-hplc hmw (area) peak 3,se-hplc hmw,nan
629,se_hplc_4,se-High-Performance Liquid Chromatography hmw (area) peak 3,se-hplc hmw,nan
629,Size Exclusion_hplc_4,se-hplc hmw (area) peak 3,se-hplc hmw,nan
629,se_hplc_4,Size Exclusion-hplc hmw (area) peak 3,se-hplc hmw,nan
629,se_hplc_4,se-hplc High Molecular Weight (area) peak 3,se-hplc hmw,nan
630,se_High-Performance Liquid Chromatography,se-hplc- hmw,se-hplc hmw,nan
630,se_hplc,se-High-Performance Liquid Chromatography- hmw,se-hplc hmw,nan
630,Size Exclusion_hplc,se-hplc- hmw,se-hplc hmw,nan
630,se_hplc,Size Exclusion-hplc- hmw,se-hplc hmw,nan
630,se_hplc,se-hplc- High Molecular Weight,se-hplc hmw,nan
631,bio_se-High-Performance Liquid Chromatography,se-hplc high molecular weight(hmw) species,se-hplc hmw,nan
631,bio_se-hplc,se-High-Performance Liquid Chromatography high molecular weight(hmw) species,se-hplc hmw,nan
631,bio_Size Exclusion-hplc,se-hplc high molecular weight(hmw) species,se-hplc hmw,nan
631,bio_se-hplc,Size Exclusion-hplc high molecular weight(hmw) species,se-hplc hmw,nan
632,se_High-Performance Liquid Chromatography,se-hplc hmw species,se-hplc hmw,nan
632,se_hplc,se-High-Performance Liquid Chromatography hmw species,se-hplc hmw,nan
632,Size Exclusion_hplc,se-hplc hmw species,se-hplc hmw,nan
632,se_hplc,Size Exclusion-hplc hmw species,se-hplc hmw,nan
632,se_hplc,se-hplc High Molecular Weight species,se-hplc hmw,nan
633,se_High-Performance Liquid Chromatography,se-hplc hmw,se-hplc hmw,nan
633,se_hplc,se-High-Performance Liquid Chromatography hmw,se-hplc hmw,nan
633,Size Exclusion_hplc,se-hplc hmw,se-hplc hmw,nan
633,se_hplc,Size Exclusion-hplc hmw,se-hplc hmw,nan
633,se_hplc,se-hplc High Molecular Weight,se-hplc hmw,nan
634,se_High-Performance Liquid Chromatography_4,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
634,se_hplc_4,se-High-Performance Liquid Chromatography high molecular weight (hmw) species,se-hplc hmw,nan
634,Size Exclusion_hplc_4,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
634,se_hplc_4,Size Exclusion-hplc high molecular weight (hmw) species,se-hplc hmw,nan
635,se_High-Performance Liquid Chromatography_2,se-hplc hmw,se-hplc hmw,nan
635,se_hplc_2,se-High-Performance Liquid Chromatography hmw,se-hplc hmw,nan
635,Size Exclusion_hplc_2,se-hplc hmw,se-hplc hmw,nan
635,se_hplc_2,Size Exclusion-hplc hmw,se-hplc hmw,nan
635,se_hplc_2,se-hplc High Molecular Weight,se-hplc hmw,nan
636,bio_se-High-Performance Liquid Chromatography,se-hplc hmw,se-hplc hmw,nan
636,bio_se-hplc,se-High-Performance Liquid Chromatography hmw,se-hplc hmw,nan
636,bio_Size Exclusion-hplc,se-hplc hmw,se-hplc hmw,nan
636,bio_se-hplc,Size Exclusion-hplc hmw,se-hplc hmw,nan
636,bio_se-hplc,se-hplc High Molecular Weight,se-hplc hmw,nan
637,se_High-Performance Liquid Chromatography_2,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
637,se_hplc_2,se-High-Performance Liquid Chromatography high molecular weight (hmw) species,se-hplc hmw,nan
637,Size Exclusion_hplc_2,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
637,se_hplc_2,Size Exclusion-hplc high molecular weight (hmw) species,se-hplc hmw,nan
638,bio_se-High-Performance Liquid Chromatography,se-hplc hmw species,se-hplc hmw,nan
638,bio_se-hplc,se-High-Performance Liquid Chromatography hmw species,se-hplc hmw,nan
638,bio_Size Exclusion-hplc,se-hplc hmw species,se-hplc hmw,nan
638,bio_se-hplc,Size Exclusion-hplc hmw species,se-hplc hmw,nan
638,bio_se-hplc,se-hplc High Molecular Weight species,se-hplc hmw,nan
639,bio_se-High-Performance Liquid Chromatography,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
639,bio_se-hplc,se-High-Performance Liquid Chromatography high molecular weight (hmw) species,se-hplc hmw,nan
639,bio_Size Exclusion-hplc,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
639,bio_se-hplc,Size Exclusion-hplc high molecular weight (hmw) species,se-hplc hmw,nan
640,se_High-Performance Liquid Chromatography_4,se-hplc hmw (area) peak 1,se-hplc hmw,nan
640,se_hplc_4,se-High-Performance Liquid Chromatography hmw (area) peak 1,se-hplc hmw,nan
640,Size Exclusion_hplc_4,se-hplc hmw (area) peak 1,se-hplc hmw,nan
640,se_hplc_4,Size Exclusion-hplc hmw (area) peak 1,se-hplc hmw,nan
640,se_hplc_4,se-hplc High Molecular Weight (area) peak 1,se-hplc hmw,nan
641,se_High-Performance Liquid Chromatography,se-hplc area% sum hmwp,se-hplc hmw,nan
641,se_hplc,se-High-Performance Liquid Chromatography area% sum hmwp,se-hplc hmw,nan
641,Size Exclusion_hplc,se-hplc area% sum hmwp,se-hplc hmw,nan
641,se_hplc,Size Exclusion-hplc area% sum hmwp,se-hplc hmw,nan
642,se_High-Performance Liquid Chromatography,"se-hplc, %hmw",se-hplc hmw,nan
642,Size Exclusion_hplc,"se-hplc, %hmw",se-hplc hmw,nan
642,se_hplc,"Size Exclusion-hplc, %hmw",se-hplc hmw,nan
643,se_High-Performance Liquid Chromatography_4,se-hplc hmw (area) peak 2,se-hplc hmw,nan
643,se_hplc_4,se-High-Performance Liquid Chromatography hmw (area) peak 2,se-hplc hmw,nan
643,Size Exclusion_hplc_4,se-hplc hmw (area) peak 2,se-hplc hmw,nan
643,se_hplc_4,Size Exclusion-hplc hmw (area) peak 2,se-hplc hmw,nan
643,se_hplc_4,se-hplc High Molecular Weight (area) peak 2,se-hplc hmw,nan
644,se_High-Performance Liquid Chromatography,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
644,se_hplc,se-High-Performance Liquid Chromatography high molecular weight (hmw) species,se-hplc hmw,nan
644,Size Exclusion_hplc,se-hplc high molecular weight (hmw) species,se-hplc hmw,nan
644,se_hplc,Size Exclusion-hplc high molecular weight (hmw) species,se-hplc hmw,nan
645,se_High-Performance Liquid Chromatography,size exclusion chromatography monomer,se-hplc monomer,nan
645,Size Exclusion_hplc,size exclusion chromatography monomer,se-hplc monomer,nan
646,se_High-Performance Liquid Chromatography,size exclusion chromatography hmw,se-hplc hmw,nan
646,Size Exclusion_hplc,size exclusion chromatography hmw,se-hplc hmw,nan
646,se_hplc,size exclusion chromatography High Molecular Weight,se-hplc hmw,nan
647,se_High-Performance Liquid Chromatography,size exclusion chromatography lmw,se-hplc lmw,nan
647,Size Exclusion_hplc,size exclusion chromatography lmw,se-hplc lmw,nan
647,se_hplc,size exclusion chromatography Low Molecular Weight,se-hplc lmw,nan
648,se_High-Performance Liquid Chromatography,se-hplc high molecular weight (hmw),se-hplc hmw,nan
648,se_hplc,se-High-Performance Liquid Chromatography high molecular weight (hmw),se-hplc hmw,nan
648,Size Exclusion_hplc,se-hplc high molecular weight (hmw),se-hplc hmw,nan
648,se_hplc,Size Exclusion-hplc high molecular weight (hmw),se-hplc hmw,nan
649,se_High-Performance Liquid Chromatography_2,se-hplc lmw,se-hplc lmw,nan
649,se_hplc_2,se-High-Performance Liquid Chromatography lmw,se-hplc lmw,nan
649,Size Exclusion_hplc_2,se-hplc lmw,se-hplc lmw,nan
649,se_hplc_2,Size Exclusion-hplc lmw,se-hplc lmw,nan
649,se_hplc_2,se-hplc Low Molecular Weight,se-hplc lmw,nan
650,se_High-Performance Liquid Chromatography,se-hplc area% sum lmwp,se-hplc lmw,nan
650,se_hplc,se-High-Performance Liquid Chromatography area% sum lmwp,se-hplc lmw,nan
650,Size Exclusion_hplc,se-hplc area% sum lmwp,se-hplc lmw,nan
650,se_hplc,Size Exclusion-hplc area% sum lmwp,se-hplc lmw,nan
651,se_High-Performance Liquid Chromatography_4,se-hplc lmw (area) peak 4,se-hplc lmw,nan
651,se_hplc_4,se-High-Performance Liquid Chromatography lmw (area) peak 4,se-hplc lmw,nan
651,Size Exclusion_hplc_4,se-hplc lmw (area) peak 4,se-hplc lmw,nan
651,se_hplc_4,Size Exclusion-hplc lmw (area) peak 4,se-hplc lmw,nan
651,se_hplc_4,se-hplc Low Molecular Weight (area) peak 4,se-hplc lmw,nan
652,bio_se-High-Performance Liquid Chromatography,se-hplc lmw,se-hplc lmw,nan
652,bio_se-hplc,se-High-Performance Liquid Chromatography lmw,se-hplc lmw,nan
652,bio_Size Exclusion-hplc,se-hplc lmw,se-hplc lmw,nan
652,bio_se-hplc,Size Exclusion-hplc lmw,se-hplc lmw,nan
652,bio_se-hplc,se-hplc Low Molecular Weight,se-hplc lmw,nan
653,se_High-Performance Liquid Chromatography_4,se-hplc lmw (area) peak 1,se-hplc lmw,nan
653,se_hplc_4,se-High-Performance Liquid Chromatography lmw (area) peak 1,se-hplc lmw,nan
653,Size Exclusion_hplc_4,se-hplc lmw (area) peak 1,se-hplc lmw,nan
653,se_hplc_4,Size Exclusion-hplc lmw (area) peak 1,se-hplc lmw,nan
653,se_hplc_4,se-hplc Low Molecular Weight (area) peak 1,se-hplc lmw,nan
654,se_High-Performance Liquid Chromatography_4,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
654,se_hplc_4,se-High-Performance Liquid Chromatography low molecular weight (lmw) species,se-hplc lmw,nan
654,Size Exclusion_hplc_4,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
654,se_hplc_4,Size Exclusion-hplc low molecular weight (lmw) species,se-hplc lmw,nan
655,bio_se-High-Performance Liquid Chromatography,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
655,bio_se-hplc,se-High-Performance Liquid Chromatography low molecular weight (lmw) species,se-hplc lmw,nan
655,bio_Size Exclusion-hplc,se-hplc low molecular weight (lmw) species,se-hplc lmw,nan
655,bio_se-hplc,Size Exclusion-hplc low molecular weight (lmw) species,se-hplc lmw,nan
656,se_High-Performance Liquid Chromatography,se-hplc low molecular weight (lmw),se-hplc lmw,nan
656,se_hplc,se-High-Performance Liquid Chromatography low molecular weight (lmw),se-hplc lmw,nan
656,Size Exclusion_hplc,se-hplc low molecular weight (lmw),se-hplc lmw,nan
656,se_hplc,Size Exclusion-hplc low molecular weight (lmw),se-hplc lmw,nan
657,bio_se-High-Performance Liquid Chromatography,se-hplc low molecular weight(lmw) species,se-hplc lmw,nan
657,bio_se-hplc,se-High-Performance Liquid Chromatography low molecular weight(lmw) species,se-hplc lmw,nan
657,bio_Size Exclusion-hplc,se-hplc low molecular weight(lmw) species,se-hplc lmw,nan
657,bio_se-hplc,Size Exclusion-hplc low molecular weight(lmw) species,se-hplc lmw,nan
658,se_High-Performance Liquid Chromatography,se-hplc lmw,se-hplc lmw,nan
658,se_hplc,se-High-Performance Liquid Chromatography lmw,se-hplc lmw,nan
658,Size Exclusion_hplc,se-hplc lmw,se-hplc lmw,nan
658,se_hplc,Size Exclusion-hplc lmw,se-hplc lmw,nan
658,se_hplc,se-hplc Low Molecular Weight,se-hplc lmw,nan
659,se_High-Performance Liquid Chromatography,"se-hplc, % lmw",se-hplc lmw,nan
659,Size Exclusion_hplc,"se-hplc, % lmw",se-hplc lmw,nan
659,se_hplc,"Size Exclusion-hplc, % lmw",se-hplc lmw,nan
659,se_hplc,"se-hplc, % Low Molecular Weight",se-hplc lmw,nan
660,se_High-Performance Liquid Chromatography_4,se-hplc lmw (area) peak 3,se-hplc lmw,nan
